sighting,报道,citizen,officer,纬度,经度,city,nation,city_interpol,has_weapon,has_hat,has_jacket,behavior
2018-02-02,2018-03-12,Lisa Davis,Kelly Drake,45.75279,130.57211,Boli,CN,Shanghai,False,False,True,oblivious
2006-11-07,2006-12-06,John Fields,Garrett Allen,23.1959,86.51499,Kenda,IN,Kolkata,False,True,True,paranoid
2004-04-13,2004-05-20,Michael Smith,Charles Mitchell,37.30553,120.82747,Zhuangyuan,CN,Shanghai,False,True,True,talkative
2011-11-01,2011-11-19,Jeanette Baker,Timothy Williams,12.25282,79.41727,Gingee,IN,Kolkata,False,True,True,oblivious
1986-02-22,1986-04-16,Jordan Farmer,Nicole Adams,22.88783,84.13864,Jashpurnagar,IN,Kolkata,False,False,True,insulting
2013-06-13,2013-06-14,Kristin Miller,Jason Berg,41.82143,41.77921,Kobuleti,GE,Tbilisi,False,True,True,unhappy
1990-06-19,1990-07-09,Lori Fernandez,John Turner,2.2139,102.3278,Kampung Ayer Molek,MY,Kuala Lumpur,False,False,True,accusatory
2014-09-03,2014-10-28,Julie Lawson DDS,Bryce Alvarado,28.71271,77.656,Pilkhua,IN,Kolkata,False,False,True,paranoid
1991-11-01,1991-12-19,Tyler Simpson,Jose Hunt,6.33444,124.95278,Tupi,PH,Manila,False,True,True,tense
1987-07-26,1987-08-24,Justin Lam,James Kennedy,51.82721,107.60627,Ulan-Ude,RU,Irkutsk,False,True,True,silent
1996-02-20,1996-03-14,Michael Zamora,Matthew Chavez,39.46667,141.95,Yamada,JP,Tokyo,False,True,True,fleeing
2018-06-21,2018-07-15,David Hubbard,Billy White,47.46657,84.87144,Zaysan,KZ,Almaty,False,True,True,hostile
1996-02-01,1996-03-05,Timothy Mathis,Tracy Blackwell,22.4711,88.1453,Pujali,IN,Kolkata,False,False,True,evasive
1994-07-31,1994-08-11,Corey Hodges,Susan Thomas,40.85158,122.74754,Haicheng,CN,Shanghai,False,False,True,oblivious
2006-10-16,2006-10-28,Beth Wright,Rebecca Rodriguez,10.10649,76.35484,Alwaye,IN,Kolkata,False,False,False,paranoid
1999-05-05,1999-06-05,Mrs. Leslie Keller MD,Sarah Peters,34.65918,109.22921,Yanliang,CN,Shanghai,False,True,True,happy
2014-04-15,2014-04-19,Terrence Walsh,Stephen Ferguson,15.58552,102.42587,Bua Yai,TH,Bangkok,False,True,True,panicking
2012-06-09,2012-08-03,Paul Brown,Rebecca Jackson,53.30972,83.62389,Novosilikatnyy,RU,Barnaul,False,True,True,hostile
2005-03-28,2005-05-20,Nichole Scott,Brett Wood,20.88197,85.83334,Bhuban,IN,Kolkata,False,False,True,sad
2009-05-03,2009-06-14,Dr. John Garcia,Timothy Davis,14.66,120.56528,Pilar,PH,Manila,False,True,True,happy
1991-01-19,1991-03-03,Victoria Flores,Lucas Kirk,5.4709,100.24529,Batu Feringgi,MY,Kuala Lumpur,False,False,False,hostile
2011-06-18,2011-08-01,Matthew Welch,Casey Wheeler,6.84019,79.87116,Dehiwala-Mount Lavinia,LK,Colombo,False,False,True,injured
1998-05-01,1998-06-25,Kimberly Newman,Sarah Peters,36.81667,117.81667,Zhoucun,CN,Shanghai,False,True,True,hostile
1991-06-09,1991-07-09,Ashley Holt,Kimberly Stewart,51.78771,56.36091,Saraktash,RU,Yekaterinburg,True,True,True,fleeing
2014-06-08,2014-06-18,Paul Hayes,Theresa Patterson,26.9423,68.11759,Tharu Shah,PK,Karachi,False,False,True,scared
1989-09-27,1989-11-06,Bryce Gregory,Jennifer Shannon,51.4781,57.3552,Kuvandyk,RU,Yekaterinburg,False,False,True,confessing
2007-10-08,2007-10-11,Bernard Hester,Deborah Holden,10.29085,105.75635,Sa Dec,VN,Ho Chi Minh,True,True,True,unhappy
2013-07-01,2013-07-25,Thomas Boyer,Kenneth Gutierrez,36.0,139.55722,Okegawa,JP,Tokyo,True,True,True,injured
1990-02-18,1990-03-23,Jason Cohen,Michael Mercer,36.24624,139.07204,Fujioka,JP,Tokyo,False,True,True,complaining
2014-08-03,2014-08-31,Scott Davis,Anthony Harris,37.73222,115.70111,Hengshui,CN,Shanghai,False,False,True,paranoid
2019-12-10,2020-01-27,Amber Shaw,Ashley Howell,40.85158,122.74754,Haicheng,CN,Shanghai,False,True,True,oblivious
2009-11-01,2009-11-28,Stephanie Brown,Kathleen Castro,6.84019,79.87116,Dehiwala-Mount Lavinia,LK,Colombo,False,True,True,oblivious
2002-05-03,2002-06-23,Eric Park,Michael Sims,12.37169,123.62494,Masbate,PH,Manila,False,False,True,paranoid
2013-06-15,2013-06-25,Mr. Donald Myers,Shelley Sheppard,26.11527,86.59509,Supaul,IN,Kolkata,False,True,True,complaining
1998-05-14,1998-07-07,Mrs. Joanna Hunter,Vincent Cooper,29.38242,70.91106,Alipur,PK,Karachi,False,True,True,fleeing
2001-04-04,2001-04-11,Christopher Lee,Janice Carroll,21.34222,71.30633,Kundla,IN,Kolkata,False,False,True,confessing
1996-09-05,1996-09-19,Jonathan Wolfe,Michael Maynard,9.82564,78.25795,Tiruppuvanam,IN,Kolkata,False,False,True,paranoid
2001-09-20,2001-10-30,Jacqueline Simmons,William Knight,38.45598,48.87498,Astara,AZ,Baku,False,False,True,complaining
2000-03-01,2000-03-09,Gabriel Rodgers,Mallory Wu,10.10649,76.35484,Alwaye,IN,Kolkata,False,False,True,unhappy
2014-05-26,2014-06-13,Richard Sandoval,Jeffrey Bush,1.6,103.81667,Ulu Tiram,MY,Kuala Lumpur,False,True,True,out-of-control
1999-11-16,1999-12-28,Charles Ayala,Emily Stephens,26.76628,83.36889,Gorakhpur,IN,Kolkata,False,True,True,out-of-control
2007-11-23,2008-01-14,Michelle Tyler,Michael Tate,30.76468,74.12286,Kanganpur,PK,Karachi,False,True,True,silent
2019-11-20,2020-01-07,Michael Santos,Nancy White,14.14989,121.3152,Calauan,PH,Manila,True,False,True,out-of-control
2018-04-17,2018-06-13,Samuel Jones,Angel Payne,65.93381,111.4834,Aykhal,RU,Yakutsk,False,True,False,complaining
1995-12-20,1996-01-04,Shane Diaz,Lindsey Hoover,10.10649,76.35484,Alwaye,IN,Kolkata,False,True,True,paranoid
2000-08-12,2000-08-15,Steven George,Christine Obrien,3.31332,117.59152,Tarakan,ID,Makassar,False,False,True,out-of-control
2012-07-22,2012-08-28,Jennifer Ford,Scott Anderson Jr.,-1.6,103.61667,Jambi City,ID,Jakarta,False,False,True,worried
2017-12-01,2018-01-08,Kevin Williams,Kendra Mercado,21.53889,71.57737,Gariadhar,IN,Kolkata,False,False,True,unhappy
2011-04-21,2011-04-22,Kristin Gray DVM,Misty Young,12.1277,78.15794,Dharmapuri,IN,Kolkata,False,True,True,worried
2017-06-10,2017-06-24,Max Williams,Candice Johnson,45.47885,133.42825,Lesozavodsk,RU,Vladivostok,False,True,True,talkative
1986-04-03,1986-04-25,Daniel Francis,David Harrington,14.37395,100.48528,Bang Ban,TH,Bangkok,False,True,True,talkative
2015-08-09,2015-09-07,Christine Jones,Randy Simmons,36.33011,138.89585,Annaka,JP,Tokyo,False,True,True,unhappy
1994-01-05,1994-02-03,Todd Richards,Andre Lamb,25.49043,85.94001,Teghra,IN,Kolkata,False,True,True,evasive
1994-11-08,1994-11-27,Darryl Andrews,Ashley Farrell,11.93381,79.82979,Puducherry,IN,Kolkata,False,False,True,friendly
2015-06-18,2015-07-20,Kevin Simon,Robert Baird,40.66482,122.22833,Yingkou,CN,Shanghai,False,False,True,oblivious
2003-02-04,2003-03-20,Sara Rodriguez,Stephen Mills,-7.01833,107.60389,Pameungpeuk,ID,Jakarta,False,True,True,fleeing
1987-09-29,1987-10-20,Matthew Park,Deborah Holden,35.30889,139.55028,Kamakura,JP,Tokyo,True,False,True,insulting
2007-12-31,2008-01-08,James Mathews,Kendra Miller,58.7002,59.4839,Kachkanar,RU,Yekaterinburg,True,False,True,out-of-control
2020-09-01,2020-10-16,Jennifer Thomas,Emily Stephens,4.02219,101.02083,Teluk Intan,MY,Kuala Lumpur,False,True,True,fleeing
2016-02-06,2016-03-07,Ashley Murray,Tanya Conley,-8.99167,125.21972,Maliana,TL,Dili,False,True,True,complaining
2022-01-05,2022-01-21,Lori Smith,Marie Hill,33.86419,48.26258,Aleshtar,IR,Tehran,False,False,True,accusatory
2010-03-19,2010-05-13,Cheryl Lynch,Shawn Huang,21.46527,83.97573,Sambalpur,IN,Kolkata,True,True,True,fleeing
2009-12-02,2009-12-02,Nathan Fitzgerald,Garrett Allen,22.4711,88.1453,Pujali,IN,Kolkata,False,True,True,insulting
1992-07-09,1992-08-01,Michael Schwartz DVM,Rachel Martin,6.25947,102.05461,Tak Bai,TH,Bangkok,False,True,True,fleeing
2004-07-24,2004-07-30,Timothy Chang,Mackenzie Gilbert,19.30157,72.85107,Bhayandar,IN,Kolkata,False,False,True,out-of-control
2010-12-10,2010-12-12,Lisa Wilkerson,Ryan Watkins,1.6,103.81667,Ulu Tiram,MY,Kuala Lumpur,False,False,True,tense
2021-05-14,2021-07-01,Dylan Gross,Parker Mitchell,3.7278,98.6738,Labuhan Deli,ID,Jakarta,False,True,True,lonely
2014-02-07,2014-02-07,Tina Owens,Jessica Conway,9.57046,76.32756,Kalavoor,IN,Kolkata,False,False,True,oblivious
1995-01-03,1995-01-21,William Adams,Sandra Ramos,30.24706,115.04814,Huangshi,CN,Shanghai,False,False,True,hostile
1987-04-11,1987-05-13,Michelle Merritt,Wesley Horton,25.95533,68.88871,Jhol,PK,Karachi,False,False,True,confessing
2014-01-29,2014-01-31,Michelle Pitts,Joshua Guzman,41.29444,69.67639,Parkent,UZ,Tashkent,False,False,True,injured
2000-03-08,2000-05-05,Martha Nguyen,Michael Mercer,25.75728,75.37991,Deoli,IN,Kolkata,False,False,True,injured
2011-08-24,2011-09-12,Michelle Thomas,Denise Park,8.56697,123.33471,Dipolog,PH,Manila,False,False,True,friendly
2008-08-05,2008-09-16,Steve Steele,Maurice Mccarthy,8.43333,99.96667,Nakhon Si Thammarat,TH,Bangkok,False,True,True,tense
2001-08-28,2001-09-08,Gabriela Martin,Ryan Watkins,14.95472,120.89694,Baliuag,PH,Manila,False,True,True,tense
2007-02-18,2007-04-17,Julie Ortiz,Robert Baird,14.0823,98.19151,Dawei,MM,Yangon,False,True,True,accusatory
1992-05-16,1992-07-01,Christopher Sullivan,Christina Krause,25.49043,85.94001,Teghra,IN,Kolkata,False,False,True,tense
1997-10-28,1997-12-23,Timothy Wilson,Thomas Hamilton,3.7278,98.6738,Labuhan Deli,ID,Jakarta,False,True,True,scared
2006-09-29,2006-11-23,Kevin Baker,Eugene Brown,31.71667,73.38333,Sangla Hill,PK,Karachi,True,True,True,evasive
1995-03-18,1995-05-15,Nathaniel Webb,Mary Scott,38.40917,112.73333,Xinzhou,CN,Shanghai,False,True,True,unhappy
2006-01-14,2006-02-23,Elizabeth Watson,Denise Park,31.82539,72.54064,Sillanwali,PK,Karachi,False,False,True,worried
2021-08-16,2021-10-14,Michael Foster PhD,Joseph Ramirez,34.5624,38.28402,Tadmur,SY,Damascus,False,False,True,oblivious
2015-03-06,2015-03-24,James Cooper,Lisa Sweeney,46.08333,122.08333,Ulanhot,CN,Shanghai,True,False,True,complaining
2022-04-26,2022-06-18,Gary Rojas,Deborah Holden,55.8736,85.4265,Yashkino,RU,Novokuznetsk,False,True,True,sad
2020-09-04,2020-10-19,Paul Martinez,Janice Carroll,30.24706,115.04814,Huangshi,CN,Shanghai,False,False,True,silent
1991-08-12,1991-09-05,Amber Flores,Michael Woods,8.43333,99.96667,Nakhon Si Thammarat,TH,Bangkok,False,True,True,unhappy
1997-09-23,1997-10-18,Brandon Hernandez,Jerry Stephenson,-7.73379,113.69785,Besuki,ID,Jakarta,True,True,True,oblivious
2006-12-13,2007-02-01,Brian Yu,Meredith Gibbs,30.21121,74.4818,Malaut,IN,Kolkata,False,True,True,oblivious
2012-10-20,2012-11-02,James Cox,Larry Braun,20.88197,85.83334,Bhuban,IN,Kolkata,False,True,True,friendly
1993-05-07,1993-06-23,Michael Ward,Sarah Green,26.2649,81.54855,Jais,IN,Kolkata,False,False,True,over-complimenting
2012-02-22,2012-03-09,Taylor Perez,Melinda Evans,-7.51611,109.05389,Wangon,ID,Jakarta,True,True,True,accusatory
1993-03-09,1993-03-21,Jonathon Nguyen,Denise Davis,33.4425,129.96972,Karatsu,JP,Tokyo,False,True,True,hostile
2014-05-05,2014-05-12,Natalie Anderson,Jerry Erickson,31.78336,35.23388,East Jerusalem,PS,Hebron,False,False,False,complaining
2003-09-23,2003-10-29,Allison Nelson,James Williams,35.50056,117.63083,Pingyi,CN,Shanghai,False,False,True,unhappy
1989-09-05,1989-09-25,Taylor Edwards,Joseph Moore DVM,6.25947,102.05461,Tak Bai,TH,Bangkok,False,True,True,complaining
1993-09-26,1993-11-07,Laura Thompson,Timothy Davis,54.48147,53.47103,Oktyabr‚Äôskiy,RU,Yekaterinburg,False,True,True,panicking
1986-01-06,1986-01-22,John Young,Mary Scott,29.21399,78.95693,Kashipur,IN,Kolkata,False,True,True,scared
2011-06-14,2011-06-25,Mrs. Renee Ross,Zachary Hawkins,24.81757,84.63445,Rafiganj,IN,Kolkata,False,True,True,unhappy
1989-01-02,1989-03-01,Brittany Cruz,Adam Mathis,22.19303,88.18466,Diamond Harbour,IN,Kolkata,False,True,True,out-of-control
1987-08-17,1987-10-13,Nicole Morgan,Michael Higgins,14.8361,120.97844,Guyong,PH,Manila,False,True,True,fleeing
2022-02-05,2022-03-08,Jeffery Martinez,Billy White,54.48147,53.47103,Oktyabr‚Äôskiy,RU,Yekaterinburg,False,False,True,talkative
1990-08-01,1990-09-08,Andres Carey,Dr. Crystal Mccormick,15.79408,104.1451,Yasothon,TH,Bangkok,False,True,True,over-complimenting
2015-05-05,2015-06-02,Amy Barton,Micheal Thomas,27.85,112.9,Xiangtan,CN,Shanghai,False,False,True,sad
2010-11-26,2010-12-14,Mrs. Melissa Freeman,Darren Simpson,5.90702,116.10146,Donggongon,MY,Kuching,False,True,False,out-of-control
1999-01-27,1999-02-08,Andrea Gibbs DVM,Nicole Scott,47.46657,84.87144,Zaysan,KZ,Almaty,True,True,True,hostile
1995-11-28,1995-12-09,Steven Norton,Zachary Moore,37.1759,128.9889,T‚Äôaebaek,KR,Seoul,False,False,True,hostile
1995-03-24,1995-04-18,Christopher Rodriguez,Michael Bailey,36.20389,127.08472,Nonsan,KR,Seoul,False,True,False,happy
1995-12-12,1996-02-08,John Short,Stephanie Taylor,46.51872,86.00214,Hoxtolgay,CN,Urumqi,False,False,True,over-complimenting
2012-12-17,2013-01-11,Jeremy Armstrong,Katelyn Garcia,14.66,120.56528,Pilar,PH,Manila,False,True,True,scared
1986-07-15,1986-08-24,Todd Hawkins,Dawn Lopez,10.31672,123.89071,Cebu City,PH,Manila,False,False,True,out-of-control
1992-04-18,1992-04-21,Jasmine Montoya,Kathryn Martin,-7.81667,112.01667,Kediri,ID,Jakarta,False,False,False,panicking
2014-07-30,2014-08-14,Corey Bell,Mark Valenzuela,22.83957,91.84128,Manikchari,BD,Dhaka,False,True,True,talkative
2015-01-11,2015-03-09,Kara Roberts,Caleb Cook,9.6531,124.3697,Jagna,PH,Manila,False,False,True,confessing
2004-04-01,2004-05-24,Teresa Espinoza,Donna Martin,58.63667,59.80222,Lesnoy,RU,Yekaterinburg,False,True,True,complaining
1992-08-15,1992-09-29,James Davidson,Ashley Howell,16.455,120.5875,La Trinidad,PH,Manila,False,False,True,complaining
1991-10-24,1991-10-26,Meghan Hudson,Regina Henderson,6.25947,102.05461,Tak Bai,TH,Bangkok,False,False,True,out-of-control
2010-02-06,2010-02-13,Robert Scott,Brian Velasquez,18.18158,76.03889,Osmanabad,IN,Kolkata,False,True,True,panicking
1995-07-02,1995-07-07,Anthony Daniels,Nancy White,41.82143,41.77921,Kobuleti,GE,Tbilisi,False,True,True,oblivious
1990-08-09,1990-08-22,Amber Rodriguez,Ronnie Anthony,36.82167,128.63083,Eisen,KR,Seoul,False,False,True,fleeing
2019-01-14,2019-01-14,Andrew Powers,Sandra Odonnell,13.51825,99.95469,Damnoen Saduak,TH,Bangkok,False,True,True,unhappy
2000-05-29,2000-07-27,Scott York,Mr. Shannon Sharp,34.56861,105.89333,Beidao,CN,Shanghai,True,True,True,tense
2018-06-01,2018-07-15,Katrina Wolf,Teresa Sanchez,34.85,117.33333,Taozhuang,CN,Shanghai,False,False,True,accusatory
1991-11-29,1992-01-13,Jennifer Smith,Mark Valenzuela,41.09246,45.36561,Qazax,AZ,Baku,False,True,True,scared
1998-07-30,1998-08-22,Chad Hatfield,Todd Robinson,8.43333,99.96667,Nakhon Si Thammarat,TH,Bangkok,False,True,True,complaining
1993-06-20,1993-06-30,Jonathon Kirk,Alexis Conway PhD,42.64031,125.51176,Dongfeng,CN,Shanghai,False,True,True,fleeing
1993-03-13,1993-04-28,Jill Webb,Brett Scott,14.8361,120.97844,Guyong,PH,Manila,False,False,True,happy
2016-08-04,2016-08-04,Wayne Wilson,Dawn Simmons,13.65805,102.56365,Paoy Paet,KH,Phnom Penh,False,True,True,evasive
2004-10-02,2004-10-17,Erin Alvarez,Donna Martin,23.29549,113.82465,Licheng,CN,Shanghai,False,True,True,evasive
2012-01-28,2012-02-15,Karen Ford,Eric French,41.27194,123.17306,Liaoyang,CN,Shanghai,False,True,True,complaining
1999-10-19,1999-11-27,Danielle Espinoza,Kendra Mercado,34.61667,135.6,Yao,JP,Tokyo,False,True,True,panicking
2022-02-17,2022-03-11,Adrian Buck,Laura Cook,23.07492,88.28637,Pandua,IN,Kolkata,False,False,True,insulting
2021-10-20,2021-11-08,Chelsea Cruz,Melinda Evans,51.78771,56.36091,Saraktash,RU,Yekaterinburg,False,True,True,scared
2011-07-05,2011-08-10,Margaret Villegas,Ashley Taylor,19.21667,73.08333,Dombivli,IN,Kolkata,False,False,True,worried
2004-12-12,2004-12-24,Lee Maddox,James Anderson,25.95533,68.88871,Jhol,PK,Karachi,False,True,True,tense
2021-09-28,2021-10-25,Meghan Cooper,Todd Garcia,35.50056,117.63083,Pingyi,CN,Shanghai,False,False,True,evasive
1993-11-22,1994-01-06,Kenneth Johnson,Kristin Werner,6.95194,121.96361,Recodo,PH,Manila,False,True,True,friendly
2016-10-03,2016-11-24,Michael Romero,Andre Lamb,29.98869,122.20488,Zhoushan,CN,Shanghai,False,True,True,out-of-control
2013-06-29,2013-08-03,Michael Cook,Martin Diaz,55.8736,85.4265,Yashkino,RU,Novokuznetsk,False,True,True,panicking
1992-06-12,1992-06-23,Dawn Jones MD,Larry Braun,23.9028,89.11943,Kushtia,BD,Dhaka,False,True,True,injured
2003-03-26,2003-04-13,Carol Greer,Jennifer Snyder,31.82539,72.54064,Sillanwali,PK,Karachi,True,True,True,over-complimenting
2006-03-10,2006-04-01,Robin Odonnell,Ashley Davis,20.88098,75.11937,Parola,IN,Kolkata,False,True,True,silent
1998-12-08,1998-12-28,Jennifer Blanchard,Christopher Greer,25.92493,73.66633,Sojat,IN,Kolkata,False,False,True,unhappy
2000-03-21,2000-04-23,Mercedes Mcconnell,Jeanette Martinez,35.50056,117.63083,Pingyi,CN,Shanghai,False,True,True,out-of-control
1988-01-03,1988-03-02,Taylor Tucker,Wayne Knight,36.6009,126.665,Hongseong,KR,Seoul,False,True,True,over-complimenting
2002-01-17,2002-01-31,Eric Brown,Matthew Chavez,40.11583,67.84222,Jizzax,UZ,Samarkand,False,True,True,hostile
2020-02-23,2020-03-10,Spencer Gray,Scott Nixon,51.4781,57.3552,Kuvandyk,RU,Yekaterinburg,False,True,True,fleeing
2004-11-12,2004-11-14,Joanna Thompson,Jeanne Green,30.29184,71.67164,Qadirpur Ran,PK,Karachi,False,True,True,talkative
2003-05-10,2003-06-09,Justin Villanueva,Timothy Davis,6.25947,102.05461,Tak Bai,TH,Bangkok,True,False,True,panicking
2020-09-17,2020-09-28,Sheila Johnson,John Barr,10.13361,124.84472,Maasin,PH,Manila,False,False,True,complaining
1990-01-23,1990-02-20,Meagan Watson,David Zamora,-7.54972,110.71639,Ngemplak,ID,Jakarta,False,True,True,confessing
2004-03-16,2004-04-15,Alexandria Smith,David Zamora,10.31672,123.89071,Cebu City,PH,Manila,False,False,True,fleeing
1996-06-27,1996-08-14,Mr. Javier Phillips,Angela Johnson,33.78333,114.51667,Wacheng,CN,Shanghai,False,False,True,friendly
2001-11-13,2001-12-04,Kim Hendrix,Brooke Crawford,29.98869,122.20488,Zhoushan,CN,Shanghai,False,True,True,confessing
2001-01-01,2001-02-26,Heather Jefferson,Evelyn Hines,37.65181,120.33063,Longgang,CN,Shanghai,False,False,True,oblivious
1990-07-17,1990-07-19,Laurie Cochran,Daniel Lewis,41.09822,120.74792,Nanpiao,CN,Shanghai,False,False,True,happy
2002-06-25,2002-07-31,Howard Keller,Nancy White,33.37526,74.3092,Rajaori,IN,Kolkata,False,False,True,over-complimenting
1986-03-31,1986-05-29,Toni Pierce,Jennifer Malone,-1.26424,104.09701,Simpang,ID,Jakarta,False,True,True,accusatory
2016-06-24,2016-07-10,Dana Flores,Logan Duncan,46.08333,122.08333,Ulanhot,CN,Shanghai,False,False,True,friendly
1991-08-15,1991-09-09,Dana Snow,Mark Ferguson,51.4781,57.3552,Kuvandyk,RU,Yekaterinburg,False,False,True,silent
1987-05-21,1987-06-25,Richard Cooley,Gordon Jimenez,18.87813,72.93924,Uran,IN,Kolkata,True,False,True,talkative
1985-11-24,1986-01-04,Monique Martin,Ronald Wong PhD,14.64056,104.64992,Kantharalak,TH,Bangkok,False,False,True,happy
2020-12-26,2021-01-13,Christina Brown,Kerri Clay,37.30553,120.82747,Zhuangyuan,CN,Shanghai,True,False,True,hostile
2022-02-16,2022-03-26,Derek Johnson,Leslie Curtis,13.65805,102.56365,Paoy Paet,KH,Phnom Penh,False,True,True,happy
1990-11-20,1990-11-25,Amanda Bradshaw,Jared Reid,41.94175,123.50266,Hushitai,CN,Shanghai,False,True,True,panicking
2010-05-27,2010-07-09,Jacqueline Lindsey,Mrs. Amy Munoz PhD,40.11583,67.84222,Jizzax,UZ,Samarkand,False,False,True,silent
2004-02-03,2004-02-20,Jesse Levine,Jessica Conway,10.29085,105.75635,Sa Dec,VN,Ho Chi Minh,False,False,True,sad
1991-10-14,1991-11-10,Mary Garrett,Brandi Jones,36.21544,65.93249,Sar-e Pul,AF,Kabul,False,True,True,out-of-control
1991-04-08,1991-04-11,Terry Carpenter,Kyle Thomas,39.46667,141.95,Yamada,JP,Tokyo,False,True,True,panicking
2002-03-06,2002-04-12,Jessica Rojas,Casey Weber,24.81757,84.63445,Rafiganj,IN,Kolkata,True,True,True,hostile
2016-05-14,2016-06-03,Alejandro Johnson,Ms. Sheila Campbell MD,-1.26424,104.09701,Simpang,ID,Jakarta,False,False,True,lonely
2019-12-14,2019-12-21,Brian Mcintyre,Eddie Hall,25.66795,85.83636,Dalsingh Sarai,IN,Kolkata,False,False,True,accusatory
1991-06-30,1991-07-23,Paula Mccullough,Jeffrey Freeman,45.47885,133.42825,Lesozavodsk,RU,Vladivostok,False,True,True,happy
1993-08-13,1993-09-28,Terry Beasley,Nicole Hinton,36.19278,117.65694,Laiwu,CN,Shanghai,False,False,True,complaining
2002-08-26,2002-10-21,Kara Espinoza,Sonia Mcdaniel,6.95194,121.96361,Recodo,PH,Manila,False,True,True,insulting
2009-07-26,2009-08-16,Sheila Anderson,Mr. Rodney Franco,37.56667,140.11667,Inawashiro,JP,Tokyo,False,True,True,insulting
1986-08-11,1986-09-30,Danielle Johnson,Jennifer George,12.95629,78.27539,Robertsonpet,IN,Kolkata,False,True,True,panicking
2009-08-07,2009-08-09,Tamara Johnson,Brian Delacruz,36.65,138.31667,Suzaka,JP,Tokyo,False,False,True,out-of-control
2012-07-15,2012-07-27,Natasha Hunter,Chad Chandler,11.93381,79.82979,Puducherry,IN,Kolkata,False,True,True,happy
2020-05-02,2020-05-30,Eric Cole,Valerie Griffin,12.25282,79.41727,Gingee,IN,Kolkata,False,True,True,panicking
2014-07-20,2014-07-23,Angela Hale,Karen Weber,26.11527,86.59509,Supaul,IN,Kolkata,False,False,True,sad
2020-04-17,2020-05-06,Michael Robinson,Barbara Bailey,12.1277,78.15794,Dharmapuri,IN,Kolkata,False,True,False,injured
1990-05-31,1990-07-02,Katrina Tran,Maria Tucker,44.85278,65.50917,Kyzylorda,KZ,Qyzylorda,False,True,True,insulting
2015-11-05,2015-11-26,Stephanie Jones,Diana Torres,36.65,138.31667,Suzaka,JP,Tokyo,False,True,True,insulting
2019-07-19,2019-08-09,James Morales,Justin White,42.64031,125.51176,Dongfeng,CN,Shanghai,False,True,False,tense
1989-04-04,1989-04-06,Nicholas Mathews,Andre Lamb,32.55531,76.12647,Chamba,IN,Kolkata,False,False,True,silent
2021-09-23,2021-10-11,Ronald King,Jason Berg,38.40917,112.73333,Xinzhou,CN,Shanghai,False,False,True,complaining
2015-09-12,2015-09-30,Nicholas Foster,Dominic Peters,10.29085,105.75635,Sa Dec,VN,Ho Chi Minh,False,False,True,over-complimenting
2019-04-30,2019-06-23,Robert Gonzalez,Robert Meyer,27.52948,68.75915,Khairpur Mir‚Äôs,PK,Karachi,False,True,True,lonely
2020-07-25,2020-09-07,Melissa Thompson,Garrett Lawrence,47.46657,84.87144,Zaysan,KZ,Almaty,False,True,True,tense
2009-10-10,2009-12-08,Anne Flores,Adam Montes,3.3285,99.1625,Tebingtinggi,ID,Jakarta,True,False,True,confessing
2004-05-02,2004-05-07,Wesley White,Gregory Hanson,28.71271,77.656,Pilkhua,IN,Kolkata,False,True,True,complaining
2000-05-31,2000-06-29,Matthew Hale,Michael Tate,16.0438,120.4861,Manaoag,PH,Manila,False,False,True,paranoid
2004-04-18,2004-05-09,Joshua Cox,Monica Davis,28.92694,78.23456,Bachhraon,IN,Kolkata,False,True,True,lonely
2014-08-21,2014-10-03,John Serrano,Jeffrey Freeman,34.61667,135.6,Yao,JP,Tokyo,False,False,True,scared
2015-04-19,2015-04-23,Brad Delgado,Christina Krause,27.85,112.9,Xiangtan,CN,Shanghai,False,True,True,over-complimenting
1998-09-25,1998-09-30,Tami Mendez,Alan Ford,33.37526,74.3092,Rajaori,IN,Kolkata,False,True,True,scared
2017-12-05,2017-12-29,Shannon Williams,Tanya Conley,18.51957,73.85535,Pune,IN,Kolkata,False,True,True,injured
1992-10-03,1992-11-29,Gary Adams,James Whitehead,34.65918,109.22921,Yanliang,CN,Shanghai,False,False,True,evasive
1992-06-23,1992-07-26,Kayla Love,Jeanette Martinez,37.1759,128.9889,T‚Äôaebaek,KR,Seoul,False,True,True,lonely
2007-07-03,2007-07-13,Mary Chapman,Zachary Moore,23.07492,88.28637,Pandua,IN,Kolkata,False,False,True,injured
1989-04-30,1989-05-11,Robert Rodriguez,Richard Reyes,-7.73379,113.69785,Besuki,ID,Jakarta,True,False,True,worried
2015-05-20,2015-06-13,Tara Cook,Gabriel Jones,40.66482,122.22833,Yingkou,CN,Shanghai,False,True,True,accusatory
2008-08-17,2008-10-07,Alvin Henry,Nicholas Powell,26.9423,68.11759,Tharu Shah,PK,Karachi,False,True,True,insulting
1994-04-25,1994-05-10,Rachael Mcguire,Patricia Miller,22.37066,114.10479,Tsuen Wan,HK,Hong Kong,False,False,True,accusatory
2012-06-24,2012-07-30,Keith Mcneil,Ashley Howell,36.19278,117.65694,Laiwu,CN,Shanghai,True,False,True,accusatory
1993-07-04,1993-08-23,Michael Wolf,Cynthia Moore,33.3213,130.94098,Hita,JP,Tokyo,False,True,True,worried
2021-03-27,2021-04-05,Sarah Cortez,Jerry Collins,23.73333,114.68333,Heyuan,CN,Shanghai,True,False,True,fleeing
1995-11-21,1995-11-26,Amber Miller,Laura Cook,19.21667,73.08333,Dombivli,IN,Kolkata,False,True,True,injured
